timestamp,start_latitude,start_longitude,end_latitude,end_longitude,current_speed_kmh,free_flow_speed_kmh,current_travel_time_seconds,free_flow_travel_time_seconds,traffic_confidence,travel_time_seconds,distance_meters,traffic_delay_seconds,incident_type,weather_condition,road_type,poi_category,traffic_level
2025-05-06T20:40:28.825858,38.15335207445671,-85.59351704055713,38.19541019147271,-85.62209617196794,51,51,86,86,1.0,507,6436,0,none,clear,arterial,none,low
2025-05-06T20:40:31.696133,38.25366787212484,-85.81969618344668,38.25941369868284,-85.8905347803572,41,41,42,42,1.0,1202,15532,0,none,fog,highway,none,low
2025-05-06T20:40:34.816977,38.19157243560164,-85.52627417429522,38.25528384573696,-85.8806039906399,118,118,176,176,1.0,2057,44435,0,none,snow,highway,none,low
2025-05-06T20:40:37.712710,38.21118379429483,-85.88735636086233,38.1983898061262,-85.82882556765495,85,85,448,448,1.0,1180,23349,0,none,clear,highway,none,low
2025-05-06T20:40:40.529291,38.248406507204514,-85.7150972650809,38.35035722960991,-85.74099530111745,54,54,126,126,1.0,1284,15851,0,none,fog,local,none,low
2025-05-06T20:40:43.386604,38.27638513236978,-85.89278663251368,38.31538744491741,-85.77367078425489,62,62,421,421,1.0,1421,19001,0,none,rain,local,none,low
2025-05-06T20:40:46.073149,38.1689781480991,-85.5172591878765,38.21613992334644,-85.83676459574497,118,118,176,176,1.0,1541,41638,0,none,snow,highway,none,low
2025-05-06T20:40:48.907283,38.30730655998138,-85.68075953271098,38.34553628140648,-85.9148954334493,46,49,250,234,0.67798,1691,30908,0,none,snow,arterial,none,low
2025-05-06T20:40:51.513059,38.32300108171776,-85.52796381603007,38.27965409163421,-85.54508802139534,71,71,102,102,1.0,794,8808,0,none,fog,highway,none,low
2025-05-06T20:40:55.271658,38.30996515136739,-85.5517605752121,38.223982520130974,-85.73898583478513,73,73,95,95,1.0,1335,26143,0,none,rain,arterial,none,low
2025-05-06T20:40:58.007958,38.28642368582116,-85.82951842180168,38.22621386844685,-85.8617867885488,70,70,26,26,1.0,934,21491,0,none,snow,local,none,low
2025-05-06T20:41:00.959494,38.19989159025062,-85.91723474511102,38.34526017939994,-85.56730218555914,85,85,448,448,1.0,2470,46912,0,none,rain,local,none,low
2025-05-06T20:41:03.592649,38.24375069736952,-85.73251132919802,38.34423143472126,-85.67988713551003,33,44,117,88,1.0,1000,19706,0,none,rain,local,none,high
2025-05-06T20:41:06.356582,38.1548095306982,-85.65529951822022,38.31766432230616,-85.85957193105102,71,71,63,63,1.0,2030,42223,0,none,snow,highway,none,low
2025-05-06T20:41:09.284896,38.20380391064131,-85.83982021538358,38.29852142423439,-85.86902375481489,50,60,69,57,1.0,1025,22077,0,none,rain,arterial,none,moderate
2025-05-06T20:41:12.307907,38.20311605360221,-85.69201457899793,38.25424566361868,-85.76764140578577,57,57,122,122,1.0,714,15879,0,none,rain,highway,none,low
2025-05-06T20:41:15.133708,38.31215436165758,-85.66528209225908,38.31828047005328,-85.85393389659606,46,49,250,234,0.67798,1760,26331,0,none,clear,highway,none,low
2025-05-06T20:41:17.735293,38.235736213837065,-85.61217173876966,38.25610786591064,-85.71275118958293,111,111,142,142,1.0,490,11192,0,none,clear,highway,none,low
2025-05-06T20:41:20.973642,38.20607426538071,-85.87771576101467,38.316854201105095,-85.73627162542107,87,87,438,438,1.0,1431,27119,0,none,fog,highway,none,low
2025-05-06T20:41:23.737310,38.19151316235246,-85.55121991234131,38.3243605464554,-85.6945475110465,53,53,227,227,1.0,1807,38753,0,none,snow,local,none,low
2025-05-06T20:41:26.623975,38.20965681894989,-85.80405404494806,38.207651271867206,-85.64924177857941,48,48,183,183,1.0,1185,22088,0,none,rain,arterial,none,low
2025-05-06T20:41:29.495947,38.25934640094679,-85.60060983951793,38.15153496459311,-85.57093490284484,58,58,157,157,1.0,1428,18216,0,none,clear,arterial,none,low
2025-05-06T20:41:32.166573,38.16643033532747,-85.72402185879027,38.2158086372585,-85.81074127206955,114,114,129,129,1.0,915,16779,0,none,rain,highway,none,low
2025-05-06T20:41:34.886567,38.28162189419472,-85.5622685909964,38.12148941122459,-85.85794899596608,71,71,92,92,1.0,2297,36788,0,none,snow,local,none,low
2025-05-06T20:41:37.617338,38.32421057071873,-85.68560561189908,38.29703666521414,-85.78716733164256,46,49,250,234,0.67798,958,15973,0,none,snow,local,none,low
2025-05-06T20:41:40.420709,38.22830627935273,-85.68790498261626,38.160347317270194,-85.82359882200522,36,45,242,193,1.0,1218,19503,0,none,snow,arterial,none,moderate
2025-05-06T20:41:44.423744,38.29178016295898,-85.67277671089158,38.26700774411426,-85.81903533660459,114,114,166,166,1.0,1359,25310,0,none,rain,arterial,none,low
2025-05-06T20:41:46.982390,38.34935294637611,-85.63340330965289,38.20668623353325,-85.65482156814905,115,115,190,190,1.0,1611,21057,0,none,snow,arterial,none,low
2025-05-06T20:41:50.309117,38.15631682292749,-85.8291061837468,38.24098023123283,-85.51521085082778,47,60,226,177,1.0,1768,36944,0,none,snow,highway,none,moderate
2025-05-06T20:41:53.089834,38.24503402229933,-85.83205345719075,38.13583501670446,-85.51563749468112,59,59,53,53,1.0,2002,44801,0,none,fog,arterial,none,low
2025-05-06T20:41:56.032583,38.20431536195641,-85.54908020223661,38.24017493684647,-85.58497030085877,53,53,227,227,1.0,780,6920,0,none,rain,arterial,none,low
2025-05-06T20:41:59.798322,38.18608116857538,-85.75934926098358,38.33096568903972,-85.55958105624782,103,103,105,105,1.0,1494,31356,0,none,clear,local,none,low
2025-05-06T20:42:02.557486,38.13874369933265,-85.57168614435068,38.1850223875532,-85.72924938809908,119,119,105,105,1.0,1272,22736,0,none,fog,local,none,low
2025-05-06T20:42:05.430090,38.32225223624948,-85.86214525871124,38.32567693236866,-85.60406851292566,57,57,228,228,1.0,2058,40060,0,none,fog,arterial,none,low
2025-05-06T20:42:08.434355,38.28884371915464,-85.68038999657259,38.15749524784916,-85.91107392495539,10,16,1083,677,0.57902,1960,37536,0,none,rain,arterial,none,high
2025-05-06T20:42:11.246837,38.239893906485015,-85.52050494855524,38.12539487206863,-85.69804758715557,38,60,369,234,1.0,1434,29602,0,none,rain,highway,none,high
2025-05-06T20:42:14.132184,38.12077079820549,-85.63066231460128,38.311095567830726,-85.87658259790373,116,116,77,77,1.0,1794,44502,0,none,rain,local,none,low
2025-05-06T20:42:16.806310,38.176601854278026,-85.58879070477879,38.33960914184866,-85.54066547837175,64,64,58,58,1.0,1759,34690,0,none,rain,arterial,none,low
2025-05-06T20:42:20.031781,38.2298900882732,-85.71574815593735,38.12434725194127,-85.84157645397772,43,43,93,93,1.0,1474,23069,0,none,clear,arterial,none,low
2025-05-06T20:42:22.777897,38.208582744089256,-85.85401213134902,38.26825271912733,-85.84846057487773,64,64,226,226,1.0,936,16300,0,none,snow,local,none,low
2025-05-06T20:42:25.827045,38.272808578104026,-85.84965289484396,38.22949288492057,-85.63732377654776,62,62,421,421,1.0,1260,26584,0,none,fog,arterial,none,low
2025-05-06T20:42:29.177595,38.17486454335189,-85.52220748807973,38.21046569389576,-85.61194228625794,116,116,187,187,1.0,1255,12245,0,none,rain,local,none,low
2025-05-06T20:42:31.875093,38.25778007887844,-85.6222999971931,38.22553351094541,-85.85494660158506,105,105,46,46,1.0,1309,31114,0,none,fog,highway,none,low
2025-05-06T20:42:34.851444,38.25529787646191,-85.81587755693829,38.21582788506953,-85.7772613899195,41,41,110,110,1.0,746,9683,0,none,clear,arterial,none,low
2025-05-06T20:42:39.397440,38.24374452753203,-85.88249129275029,38.19082475240259,-85.66954506894778,88,88,302,302,1.0,1825,35930,0,none,snow,arterial,none,low
2025-05-06T20:42:42.029607,38.22051205901278,-85.77616756469575,38.26277732343598,-85.53167095522019,46,46,129,129,1.0,1531,33037,0,none,clear,highway,none,low
2025-05-06T20:42:44.935730,38.13541235794354,-85.51452263216443,38.2309595149244,-85.65412965317363,118,118,176,176,1.0,1340,28874,0,none,clear,arterial,none,low
2025-05-06T20:42:47.650781,38.21804942090984,-85.7410918898019,38.32506417500792,-85.87730076225138,54,54,100,100,1.0,1225,26865,0,none,fog,highway,none,low
2025-05-06T20:42:50.511772,38.151272754574215,-85.80592793968859,38.21673039785232,-85.90399699521569,58,58,121,121,1.0,1796,33290,0,none,clear,local,none,low
2025-05-06T20:42:53.321686,38.33775028426744,-85.77851054906382,38.22661313536196,-85.81797146801478,105,105,98,98,1.0,1387,25110,0,none,rain,arterial,none,low
2025-05-06T20:42:56.280324,38.237318623681965,-85.85727899729831,38.16661906425317,-85.86278307592065,88,88,302,302,1.0,1299,23809,0,none,rain,highway,none,low
2025-05-06T20:42:59.415441,38.2767981489765,-85.87914141794208,38.16069727432548,-85.91115119139181,62,62,421,421,1.0,1482,23485,0,none,clear,highway,none,low
2025-05-06T20:43:02.529180,38.326648545639095,-85.75651332089028,38.27813123190282,-85.57806275309002,83,83,41,41,1.0,1750,27775,0,none,fog,local,none,low
2025-05-06T20:43:05.614465,38.21937640754025,-85.69529873591956,38.280928252112176,-85.77062441838864,63,63,93,93,1.0,1238,13459,0,none,fog,highway,none,low
2025-05-06T20:43:08.541381,38.21615062813181,-85.86653613807077,38.25536684821594,-85.53823595042138,89,89,298,298,1.0,2085,46607,0,none,rain,highway,none,low
2025-05-06T20:43:11.338653,38.31704821925318,-85.74075431251804,38.231918077564345,-85.80992290451842,54,54,225,225,1.0,1274,20715,0,none,rain,highway,none,low
2025-05-06T20:43:13.915297,38.2400191680245,-85.9142840952874,38.27502583215281,-85.5139468656508,67,67,447,447,1.0,2151,51070,0,none,clear,local,none,low
2025-05-06T20:43:16.598652,38.21730812122492,-85.8564256762464,38.28106526249044,-85.72981725910708,37,66,102,57,0.97,1302,21206,0,none,clear,highway,none,high
2025-05-06T20:43:19.520990,38.295817053404335,-85.51029885130689,38.20184512761119,-85.65281486739164,47,59,210,167,1.0,1394,28965,0,none,snow,local,none,moderate
2025-05-06T20:43:22.277309,38.271514180753385,-85.84456206352458,38.269780946745534,-85.52038100678037,88,88,302,302,1.0,1560,36868,0,none,clear,highway,none,low
2025-05-06T20:43:24.993623,38.15925056643975,-85.91067400212081,38.16455607441797,-85.80709714592986,85,85,448,448,1.0,1825,35527,0,none,rain,local,none,low
2025-05-06T20:43:27.836554,38.25961667504001,-85.52163734351703,38.263605398694985,-85.8054056106834,110,110,97,97,1.0,1399,37399,0,none,snow,arterial,none,low
2025-05-06T20:43:31.307303,38.15770254569119,-85.51323047650206,38.28350664827685,-85.91409947842847,116,116,187,187,1.0,0,0,0,none,snow,arterial,none,low
2025-05-06T20:43:34.127666,38.31942546529192,-85.8998931666658,38.34669271808535,-85.75666769627041,67,83,103,83,1.0,1228,30234,0,none,rain,local,none,moderate
2025-05-06T20:43:36.915541,38.12524242138043,-85.86416096437672,38.23607029198638,-85.90486684319798,59,59,99,99,1.0,1955,32181,0,none,rain,local,none,low
2025-05-06T20:43:42.547513,38.28100803415529,-85.63258452459742,38.22345960691743,-85.88042558400515,54,54,400,400,1.0,1546,31639,0,none,rain,arterial,none,low
2025-05-06T20:43:46.373670,38.342062980183805,-85.62466429551509,38.24392053206216,-85.81633326106721,65,72,360,325,1.0,1397,33384,0,none,clear,arterial,none,moderate
2025-05-06T20:43:49.290101,38.15405883608087,-85.74522278755613,38.291691598748685,-85.51005138630734,68,68,172,172,1.0,1659,41360,0,none,fog,arterial,none,low
2025-05-06T20:43:52.181306,38.20217716914996,-85.63500912463142,38.285718621990576,-85.66609361940363,57,61,154,144,1.0,1144,15502,0,none,rain,local,none,low
2025-05-06T20:43:54.909499,38.2209692044279,-85.57634432278871,38.29060667814684,-85.75738419877047,67,67,17,17,1.0,887,20431,0,none,snow,arterial,none,low
2025-05-06T20:43:58.358760,38.30351539876324,-85.52748652947281,38.149817878402914,-85.73801097123379,62,62,159,159,1.0,1587,37187,0,none,snow,arterial,none,low
2025-05-06T20:44:01.236176,38.15936655639071,-85.76218895097213,38.27111377896944,-85.81463367179089,42,56,201,150,1.0,1342,20683,0,none,rain,local,none,high
2025-05-06T20:44:04.020223,38.17690807162503,-85.60395383014824,38.33332203332589,-85.74761317448782,62,69,196,176,1.0,1753,30681,0,none,clear,local,none,moderate
2025-05-06T20:44:06.691962,38.34160990342238,-85.60562402787494,38.17624089469901,-85.63529126826121,75,75,309,309,1.0,1776,23746,0,none,rain,local,none,low
2025-05-06T20:44:09.708511,38.20841059381201,-85.80447249154837,38.20606706355741,-85.84946801018756,48,48,183,183,1.0,477,4904,0,none,snow,highway,none,low
2025-05-06T20:44:12.450353,38.30033407472833,-85.57911161956058,38.280153711356455,-85.90990468233831,58,66,657,577,1.0,1709,38563,0,none,snow,highway,none,moderate
2025-05-06T20:44:15.394201,38.23835618601531,-85.64648923030774,38.291720696370525,-85.62875136711102,39,51,186,142,1.0,719,10506,0,none,snow,highway,none,high
2025-05-06T20:44:18.199967,38.26480615274231,-85.78855555370433,38.2821907100668,-85.68001628177545,33,43,78,60,0.993352,836,12202,0,none,rain,local,none,moderate
2025-05-06T20:44:20.926388,38.311458599636666,-85.69370221881853,38.31724124054741,-85.62048605614358,52,58,152,136,1.0,1125,22289,0,none,rain,arterial,none,moderate
2025-05-06T20:44:24.023164,38.32472166041503,-85.79191795723949,38.296736985378345,-85.84367816031032,43,47,128,117,0.594299,1031,9281,0,none,rain,highway,none,low
2025-05-06T20:44:26.896474,38.19254789705123,-85.80991669032386,38.3435844539266,-85.72512996927851,54,54,184,184,1.0,1554,30906,0,none,snow,arterial,none,low
2025-05-06T20:44:29.684585,38.28440147351559,-85.5727140259344,38.22537451383206,-85.53448847765893,58,66,657,577,1.0,880,9542,0,none,fog,highway,none,moderate
2025-05-06T20:44:32.638568,38.22527865317495,-85.5258355126474,38.25302760479824,-85.88488853840634,110,110,94,94,1.0,1868,37765,0,none,fog,highway,none,low
2025-05-06T20:44:36.251363,38.278650895931776,-85.59815242128292,38.13827945871673,-85.66888828987075,61,73,253,212,1.0,1685,28496,0,none,fog,highway,none,moderate
2025-05-06T20:44:39.278933,38.16681672491447,-85.77825986698335,38.20902277414652,-85.82175744317439,61,61,127,127,1.0,744,10097,0,none,fog,arterial,none,low
2025-05-06T20:44:42.023136,38.20864948442679,-85.61975424100584,38.26632258276283,-85.67178280686302,56,66,123,104,1.0,967,13718,0,none,clear,local,none,moderate
2025-05-06T20:44:45.018205,38.27122804640506,-85.75874257304295,38.24841177843116,-85.905100814444,80,80,48,48,1.0,1432,22249,0,none,rain,local,none,low
2025-05-06T20:44:47.873508,38.15200454701026,-85.79689436866511,38.206034675538696,-85.54596430263213,58,58,121,121,1.0,1763,31142,0,none,snow,highway,none,low
2025-05-06T20:44:51.036199,38.12435834002604,-85.62119029318404,38.26090116243424,-85.63417225812428,116,116,77,77,1.0,1192,31399,0,none,clear,highway,none,low
2025-05-06T20:44:53.983430,38.307932128741705,-85.76014208983256,38.2162291051106,-85.68970680081058,30,39,238,183,1.0,1189,15230,0,none,rain,highway,none,high
2025-05-06T20:44:56.917272,38.19817053755506,-85.80877777490288,38.285455388672894,-85.6085584496811,26,40,132,85,1.0,1381,27263,0,none,snow,local,none,high
2025-05-06T20:44:59.614548,38.3451551344714,-85.56550102290998,38.1353046105744,-85.7723864564472,70,70,406,406,1.0,2151,51346,0,none,snow,arterial,none,low
2025-05-06T20:45:02.294023,38.19422513551297,-85.88374868008488,38.349323424532045,-85.74091708016486,87,87,438,438,1.0,1880,33126,0,none,clear,local,none,low
2025-05-06T20:45:06.006641,38.30873677951033,-85.81402125223923,38.20484806360057,-85.62462303594064,49,49,146,146,1.0,1390,26411,0,none,clear,local,none,low
2025-05-06T20:45:08.879236,38.3207580611849,-85.66109253022438,38.32577627993695,-85.52594275213578,45,50,255,230,0.728585,1385,19608,0,none,fog,local,none,moderate
2025-05-06T20:45:11.619858,38.19376224787479,-85.73054907141709,38.15031730708763,-85.85257891194527,92,92,15,15,1.0,1093,14402,0,none,clear,local,none,low
2025-05-06T20:45:15.255732,38.31264097953876,-85.56844793618274,38.32635474214401,-85.57698386854638,32,49,143,93,1.0,509,2704,0,none,snow,highway,none,high
2025-05-06T20:45:18.734612,38.24162697447722,-85.5266552592495,38.200184910545886,-85.74151141796473,36,60,390,234,1.0,1405,27821,0,none,rain,local,none,high
2025-05-06T20:45:21.667998,38.34069374107848,-85.69100828288613,38.22418119694948,-85.60364251553285,114,114,144,144,1.0,1611,32199,0,none,snow,local,none,low
2025-05-06T20:45:24.586562,38.18311348127128,-85.66213982027416,38.34031373197258,-85.6719079560362,54,62,256,223,1.0,1517,34444,0,none,clear,local,none,moderate
2025-05-06T20:45:27.417498,38.15118950474195,-85.6991940432297,38.24593779888508,-85.64274821497774,38,51,212,158,1.0,1239,19499,0,none,clear,highway,none,high
2025-05-06T20:45:30.383072,38.26576650847585,-85.53535355343395,38.32693955072044,-85.64257617271078,65,65,196,196,1.0,986,17527,0,none,snow,arterial,none,low
2025-05-06T20:45:33.221760,38.347165021030285,-85.82111631828603,38.22571098553654,-85.80155991322054,66,66,246,246,1.0,1226,20304,0,none,snow,local,none,low
2025-05-06T20:45:35.978128,38.21308732660373,-85.59697787396077,38.23228403772802,-85.77411050026211,43,61,218,154,1.0,1382,23613,0,none,clear,local,none,high
2025-05-06T20:45:40.148118,38.18136041231095,-85.72770026180315,38.27636731038431,-85.61388311061735,108,108,49,49,1.0,1007,17404,0,none,clear,local,none,low
2025-05-06T20:45:44.350234,38.26883322163454,-85.88834335253142,38.230504741783655,-85.87990127078695,62,62,421,421,1.0,1203,16197,0,none,clear,highway,none,low
2025-05-06T20:45:47.631603,38.218119544090754,-85.82589600004843,38.13503748732105,-85.72917483410612,106,106,70,70,1.0,1178,22067,0,none,snow,arterial,none,low
2025-05-06T20:45:50.605206,38.21824888453671,-85.92053993318488,38.33723213348883,-85.56652973113195,67,67,447,447,1.0,2466,50032,0,none,fog,local,none,low
2025-05-06T20:45:54.183562,38.302464785532415,-85.86681479571789,38.26417992546788,-85.78442763888312,104,104,120,120,1.0,797,15409,0,none,clear,highway,none,low
2025-05-06T20:45:58.437644,38.20606503014011,-85.68755209273213,38.17159463666989,-85.75181042762748,105,105,65,65,1.0,829,11121,0,none,snow,highway,none,low
2025-05-06T20:46:02.092340,38.18694191781449,-85.78363992986034,38.27747876647083,-85.60938809609605,29,47,145,89,1.0,986,21400,0,none,rain,highway,none,high
2025-05-06T20:46:06.205835,38.19551399486862,-85.77613656803368,38.17957029631472,-85.63203426557544,43,43,120,120,1.0,1229,16025,0,none,rain,local,none,low
2025-05-06T20:46:09.883214,38.32037549917903,-85.73801911754481,38.125475736444685,-85.67299977084974,54,54,134,134,1.0,1522,29375,0,none,rain,local,none,low
2025-05-06T20:46:13.514018,38.24363030011343,-85.80742374212826,38.1620067957388,-85.61954698544544,26,34,172,132,0.85,1674,30373,0,none,clear,arterial,none,high
2025-05-06T20:46:17.273954,38.15776214964441,-85.71093277172717,38.12042073745009,-85.75004856083764,60,60,135,135,1.0,541,10607,0,none,clear,arterial,none,low
2025-05-06T20:46:21.560983,38.141508548584845,-85.59108965676542,38.19723677498008,-85.87529648664423,115,115,110,110,1.0,1787,37386,0,none,snow,local,none,low
2025-05-06T20:46:24.988431,38.26365171539215,-85.65791947593516,38.15273663937558,-85.52816357051259,54,63,210,180,1.0,1323,29703,0,none,clear,arterial,none,moderate
2025-05-06T20:46:28.553342,38.26962074205171,-85.58278499433122,38.15373818030492,-85.6045296111614,57,57,169,169,1.0,1486,16155,0,none,clear,local,none,low
2025-05-06T20:46:31.123151,38.17463278681764,-85.64023517702844,38.12356586711093,-85.74884329419497,64,64,161,161,1.0,1328,19000,0,none,clear,local,none,low
2025-05-06T20:46:34.508903,38.221328715484496,-85.6016757621934,38.23668718150522,-85.63681349048841,69,69,131,131,1.0,643,5251,0,none,snow,highway,none,low
2025-05-06T20:46:37.441894,38.31240148513395,-85.66183313969235,38.211470968998825,-85.6095865718523,111,111,215,215,1.0,1733,31052,0,none,fog,highway,none,low
2025-05-06T20:46:40.841038,38.27779111917465,-85.64668922058692,38.3489073883394,-85.7441061943787,48,66,220,160,1.0,1169,22790,0,none,snow,arterial,none,high
2025-05-06T20:46:43.638540,38.34743463378916,-85.88848171742222,38.178951988964336,-85.62214371127207,61,61,153,153,1.0,2258,46329,0,none,fog,local,none,low
2025-05-06T20:46:47.672946,38.32091121825119,-85.73643796978628,38.31201392302537,-85.63070055308718,54,54,225,225,1.0,1428,23823,0,none,fog,highway,none,low
2025-05-06T20:46:50.540233,38.170864051473686,-85.56262109880535,38.34245931029311,-85.72737841231816,116,116,187,187,1.0,2050,35178,0,none,rain,local,none,low
2025-05-06T20:46:53.167544,38.25346423606113,-85.62180402187549,38.332824638054944,-85.9189829512906,97,97,18,18,1.0,1475,33339,0,none,fog,highway,none,low
2025-05-06T20:46:56.063620,38.22366660505264,-85.58624474766742,38.32646881262794,-85.56751337815669,92,92,12,12,1.0,1274,24074,0,none,clear,local,none,low
2025-05-06T20:46:58.929431,38.309631016126566,-85.7363949033555,38.21180738532355,-85.76614207127786,54,54,225,225,1.0,1024,14728,0,none,clear,highway,none,low
2025-05-06T20:47:03.090134,38.125402551869335,-85.84546942725629,38.31166495392024,-85.90028593457956,51,51,311,311,1.0,1917,33335,0,none,snow,highway,none,low
2025-05-06T20:47:06.406121,38.2608585793268,-85.86669567227963,38.2799462800551,-85.82543266214672,88,88,302,302,1.0,371,4346,0,none,rain,arterial,none,low
2025-05-06T20:47:09.172056,38.14130607592418,-85.79536779301183,38.20761630502204,-85.7538808287349,60,60,159,159,1.0,1079,10299,0,none,clear,arterial,none,low
2025-05-06T20:47:12.329901,38.26085615414824,-85.60976940410727,38.33256983957168,-85.53831231837297,26,34,121,92,1.0,1223,17477,0,none,snow,highway,none,high
2025-05-06T20:47:15.345282,38.21263536110667,-85.83099652850373,38.19244344911671,-85.60976233935496,52,52,133,133,1.0,1366,26375,0,none,rain,local,none,low
2025-05-06T20:47:18.106854,38.31447756975621,-85.60081378155677,38.15903021753119,-85.5888291402158,112,112,195,195,1.0,1640,33922,0,none,snow,highway,none,low
2025-05-06T20:47:20.970715,38.34484339577976,-85.84556534215322,38.17198640111397,-85.5880968981634,107,107,107,107,1.0,2323,43648,0,none,snow,arterial,none,low
2025-05-06T20:47:23.801790,38.17813414989243,-85.6613294118174,38.33146234323806,-85.81662557392944,54,58,395,368,0.996143,1622,34036,0,none,fog,arterial,none,low
2025-05-06T20:47:26.696530,38.27182987417253,-85.57188276409745,38.299046124028784,-85.65501748095593,42,48,127,111,1.0,1163,11266,0,none,rain,arterial,none,moderate
2025-05-06T20:47:29.598782,38.16664180658253,-85.90546231787549,38.27365840810457,-85.54649587317012,87,87,438,438,1.0,2162,48506,0,none,snow,highway,none,low
2025-05-06T20:47:32.222697,38.2056909020242,-85.8594968527673,38.1621494379573,-85.83144305060742,64,64,226,226,1.0,885,9197,0,none,rain,local,none,low
2025-05-06T20:47:35.399106,38.15422158657559,-85.55336423747062,38.27385141926042,-85.64060562669368,116,116,187,187,1.0,1262,28321,0,none,fog,highway,none,low
2025-05-06T20:47:38.092314,38.13007448895736,-85.50900379174433,38.3027936774688,-85.76413343730198,116,116,187,187,1.0,1667,41718,0,none,clear,highway,none,low
2025-05-06T20:47:40.959661,38.30642124816611,-85.81612558396597,38.20859372778727,-85.58526928277324,49,49,146,146,1.0,1513,28327,0,none,snow,highway,none,low
2025-05-06T20:47:43.847836,38.25580103472728,-85.8201259872973,38.30138854930146,-85.53366969406053,41,41,42,42,1.0,1254,31545,0,none,fog,arterial,none,low
2025-05-06T20:47:46.569639,38.16513546586583,-85.60305843472487,38.2062788797376,-85.85240748832123,64,64,58,58,1.0,1696,28454,0,none,snow,highway,none,low
2025-05-06T20:47:49.693023,38.15839532391714,-85.62013130396983,38.31325568234836,-85.55836102591732,72,72,191,191,1.0,1707,34186,0,none,clear,arterial,none,low
2025-05-06T20:47:52.399278,38.27716491901032,-85.830862959044,38.33480611352239,-85.52637646543285,54,54,79,79,1.0,1218,32033,0,none,clear,arterial,none,low
2025-05-06T20:47:54.976057,38.19243757200616,-85.73372151709404,38.31778582282392,-85.78528792910254,75,75,49,49,1.0,1321,17332,0,none,snow,arterial,none,low
2025-05-06T20:47:58.013709,38.34753011921158,-85.56941999863199,38.12290727736546,-85.8469315178548,117,117,237,237,1.0,2477,46314,0,none,rain,arterial,none,low
2025-05-06T20:48:00.828134,38.16901643230765,-85.5252056855327,38.2210859618796,-85.74586043771211,116,116,187,187,1.0,1476,32096,0,none,fog,local,none,low
2025-05-06T20:48:03.779063,38.19705351917733,-85.5407256371966,38.30192646509419,-85.91878592677425,116,116,187,187,1.0,2203,45234,0,none,clear,highway,none,low
2025-05-06T20:48:06.705725,38.194256726310336,-85.58232093229944,38.33461773107866,-85.61628088754091,58,58,151,151,1.0,1494,21625,0,none,clear,local,none,low
2025-05-06T20:48:09.513890,38.342733327030416,-85.72696669115105,38.15699372973102,-85.66312269588114,88,88,142,142,1.0,1630,30083,0,none,rain,arterial,none,low
2025-05-06T20:48:12.115133,38.32901432621942,-85.85660984450118,38.23643425384208,-85.82058291963239,59,59,207,207,1.0,1175,20574,0,none,fog,local,none,low
2025-05-06T20:48:14.785989,38.1965442591158,-85.53738814190024,38.24656261852951,-85.55155491705806,116,116,187,187,1.0,1010,8641,0,none,snow,highway,none,low
2025-05-06T20:48:17.497263,38.15195636481074,-85.57508761483848,38.17241512904308,-85.63681518323176,47,57,97,80,1.0,841,9412,0,none,fog,highway,none,moderate
2025-05-06T20:48:20.622332,38.2154631906329,-85.69764132007823,38.27908577197789,-85.89196170079933,51,62,115,94,1.0,1672,34593,0,none,clear,highway,none,moderate
2025-05-06T20:48:23.396992,38.12466806311472,-85.77353736760307,38.26169118060374,-85.80698884120343,64,64,135,135,1.0,1268,20810,0,none,fog,arterial,none,low
2025-05-06T20:48:34.234955,38.2930174716862,-85.79788616467972,38.26774846051019,-85.7383232616237,32,45,85,60,1.0,668,8147,0,none,clear,arterial,none,high
2025-05-06T20:48:37.050255,38.15119490317735,-85.79156528012541,38.27196006013372,-85.91586605001588,55,55,121,121,1.0,1632,32198,0,none,fog,highway,none,low
2025-05-06T20:48:39.941056,38.1879620014766,-85.51174709257114,38.29988384860367,-85.81525940723304,42,42,45,45,1.0,1595,36520,0,none,rain,arterial,none,low
2025-05-06T20:48:42.578345,38.33233643351503,-85.57140998098939,38.29460331609209,-85.69519920795045,117,117,237,237,1.0,1391,21000,0,none,clear,arterial,none,low
2025-05-06T20:48:45.405276,38.21628977849306,-85.53452516414691,38.18591214058435,-85.5878614848307,111,111,116,116,1.0,881,7634,0,none,clear,local,none,low
2025-05-06T20:48:48.107198,38.1394199418521,-85.68325279095627,38.1516716656555,-85.66528602381365,35,52,268,180,1.0,693,4643,0,none,clear,highway,none,high
2025-05-06T20:48:50.780107,38.32245954799868,-85.85066800237963,38.260697306396914,-85.79876441971082,107,107,107,107,1.0,1103,14976,0,none,rain,highway,none,low
2025-05-06T20:48:53.563795,38.257586878286304,-85.88555892670118,38.26468924803451,-85.86474838078195,88,88,302,302,1.0,219,3013,0,none,rain,highway,none,low
2025-05-06T20:48:56.483033,38.323494275460064,-85.72607631971981,38.161088187463584,-85.65910912156514,40,49,145,118,1.0,1652,28310,0,none,fog,highway,none,moderate
2025-05-06T20:48:59.225202,38.35066197912504,-85.91800284714871,38.296171927142765,-85.63093359409748,74,74,352,352,1.0,1610,35150,0,none,clear,highway,none,low
2025-05-06T20:49:02.244621,38.22632975195861,-85.63919378763481,38.12703600577469,-85.75159853514722,95,95,15,15,1.0,1226,21659,0,none,clear,local,none,low
